"id","cefr_level","headword","pos","first_meaning","length","meaning_raw","example_ja","topic"
"3055","B1","economic","adjective","経済の","3","経済の / 経済学の","国の経済状況が改善しています。",""
"3056","B1","economy","noun","節約","2","〈U〉〈C〉節約,倹約  / 〈U〉(国家・社会などの)経済,財政;〈C〉経済組織(機構)","経済は着実に成長しています。","Daily life; Work and jobs"
"3057","B1","ecosystem","noun","生態系","3","生態系","サンゴ礁は生態系の重要な一部です。","Education"
"3058","B1","ecstasy","noun","有頂天","3","『有頂天』,無我夢中,恍惚(こうこつ)","彼女は宝くじに当選した時、有頂天になった。",""
"3059","B1","edge","noun","縁","1","〈C〉縁,端;(峰などの)背  / 〈C〉(刃物の)刃;〈U〉(刃の)鋭利さ  / 〈U〉(欲望などの)強さ,激しさ","彼は崖の縁に立ち、下に広がる広大な海を見下ろしていた。","Objects and rooms"
"3060","B1","edition","noun","版","1","(刊行物の)版;(同じ版で同時に刷った)全発行部数;(同じ版の)1冊(部)  / 《修飾語[句]を伴って》(装丁などから見た)…版,体裁","雑誌の最新号が発売されました。","Books and literature"
"3061","B1","educate","verb","を教育する","5","を教育する, を教え込む","親は子供を教育する責任があります。",""
"3062","B1","effective","adjective","効果的な","4","効果的な,効きめのある  / (法律などが)有効な,実施されている  / 印象深い,感銘的な  / 実際に役立つ,実動の","定期的な運動は全体的な健康を改善する効果的な方法です。",""
"3063","B1","efficiency","noun","能率","2","〈U〉能率,(仕事をする) 能力 /  (機械の) 効率","どんなビジネスでも、効率を向上させることは成功に不可欠です。","Work and jobs"
"3064","B1","efficient","adjective","能率的な","4","能率的な, 効率のいい / 有能な","この新しいソフトウェアは非常に能率的です。",""
"3065","B1","either","determiner","どちらかの","5","(二つのうちの)どちらかの / どちらでも","どちらの日でも結構です。",""
"3066","B1","either","pronoun","どちらか一方","6","(2者のうちの)どちらか一方 / どちらでも","どちらも好きではありません。",""
"3067","B1","elbow","noun","ひじ","2","『ひじ』 / ひじ形(L字形)のもの;ひじ形の屈曲;(管の)ひじ形継ぎ手;(いすの)ひじ掛け","テーブルにひじをぶつけてしまった。",""
"3068","B1","election","noun","選挙","2","選挙  / 当選","選挙は来月予定されています。","News; Relations with other people; lifestyles and current affairs"
"3069","B1","electrical","adjective","電気の","3","電気の,電気と関係のある / 電気を扱う,電気で動く,電動の / 電撃的な","家の電気の問題を修理するために電気技師に電話しなければなりません。",""
"3070","B1","electricity","noun","電気","2","〈U〉電気, 電流 / 電気学 / 極度の緊張(興奮)","その都市は嵐のため突然停電に見舞われた。","Services; Travel and services vocab"
"3071","B1","electron","noun","電子","2","電子,エレクトロン","電子は亜原子粒子です。","Education; Technical and legal language"
"3072","B1","electronic","adjective","電子の","3","電子の,エレクトロンの","私は新しい電子機器を買いました。",""
"3073","B1","element","noun","要素","2","〈C〉(基本的な) 要素, 成分 / (物質を構成する)元素","教育は重要な要素である。",""
"3074","B1","eliminate","verb","を考慮に入れない","8","《...から》を排除する、取り除く《from》 / を考慮に入れない","予算から不要な経費を排除する必要があります。",""
"3075","B1","embarrass","verb","に恥ずかしい思いをさせる","12","に恥ずかしい思いをさせる / を困惑させる / を邪魔をする / (人・会社など)を財政困難にする","私は彼をみんなの前で恥ずかしい思いをさせたくない。",""
"3076","B1","embarrassed","adjective","恥ずかしい","5","恥ずかしい,ばつの悪い,きまり悪い","私は困惑した。",""
"3077","B1","embarrassment","noun","困惑","2","〈U〉困惑,当惑 / きまりの悪さ, 恥ずかしさ / 〈U/C〉財政困難 / 〈C〉じゃま者,妨害物","みんなの前でつまずいて転んだとき、恥ずかしさの波が押し寄せてきた。",""
"3078","B1","emerge","verb","出てくる","4","(水中・暗やみなどから)出てくる,現れる《from, out of ...》 / (問題・事実などが)出てくる  / 《逆境などから》浮かび上がる《from ...》","魚が海の深いところから現れます。",""
"3079","B1","emotion","noun","強い感情","4","強い感情,感動,感激  / (喜怒哀楽などの)感情,情緒","彼女は涙で自分の感情を表現した。",""
"3080","B1","emotional","adjective","感情の","3","感情の,の情緒の  / 感情的な,感動しやすい  / (またemotive)感情に訴える","弁護士は陪審員に感情的な訴えをした。",""
"3081","B1","emotionally","adverb","感情的に","4","感情的に,情緒的に;感情に訴えて","彼女は感情的に自分の子供時代の思い出について話しました。",""
"3082","B1","emperor","noun","皇帝","2","皇帝;(日本の)天皇","皇帝は絶対的な権力を持って王国を統治した。","Nationalities and countries; Relations with other people"
"3083","B1","emphasis","noun","強勢","2","〈U〉《...に対する》強調, 重要視《on ...》 / 〈U〉〈C〉(音節・語・句などに置く)強勢,強調","彼は自分のスピーチの中で平等を強調した。",""
"3084","B1","emphasize","verb","…を強調する","6","…‘を'強調する,重要視する","私はチームワークの重要性を強調したいです。",""
"3085","B1","empire","noun","帝国","2","〈C〉帝国  / 〈U〉帝権,絶対支配力  / 〈C〉(強大な社会・経済組織としての)…帝国  / 《帝国》ナポレオンの帝政期(1804‐15)","ローマ帝国は歴史上最も強力な帝国の一つでした。","Nationalities and countries; Places"
"3086","B1","employment","noun","雇用","2","〈U〉(人の)雇用  / 〈U〉(物・能力・時間の)使用《+of+名》  / 〈U〉〈C〉職,職業,仕事","彼は職を求めている。","Personal identification; Work and jobs"
"3087","B1","enclose","verb","を同封する","5","を同封する；を囲む","書類を封筒に入れてください。",""
"3088","B1","encounter","noun","思いがけない出会い","9","(偶然の,特に敵意を含んだ)(…との)思いがけない出会い,遭遇《+with+名》  / 遭遇戦","スーパーマーケットで偶然に昔の友人に出会った。",""
"3089","B1","encouragement","noun","激励","2","〈U〉激励,奨励 / 〈C〉励みになるもの,刺激","彼女の励ましの言葉は元気づけてくれた。",""
"3090","B1","encouraging","adjective","元気付ける","5","『元気付ける』,励ましとなる,奨励する","コーチはとても励ましてくれた。",""
"3091","B1","encyclopedia","noun","百科事典","4","百科事典","私は百科事典でたくさんの興味深い情報を見つけました。","Books and literature"
"3092","B1","endanger","verb","を危うくする","6","〈生命・富・健康・計画など〉‘を'危うくする,危険にさらす","運転手の無謀な行動は、道路上にいた全員の命を危険にさらしました。",""
"3093","B1","endless","adjective","無限の","3","無限の,果てしのない  / 絶え間のない,ひっきりなしの  / (端と端がつながって)輪になっている","可能性は無限です。",""
"3094","B1","endure","verb","…に耐える","5","…‘に'耐える,‘を'持ちこたえる  / 《しばしば否定文で》…‘を'がまんする,忍ぶ,大目に見る  / 《文》持ちこたえる,長く続く〈last〉  / 耐え忍ぶ","彼女は数時間の間、痛みに耐えなければならなかった。",""
"3095","B1","enemy","noun","敵","1","敵  / 《the~》《集合的に;《米》では単数扱い,《英》では単数・複数扱い》敵兵,敵軍;敵国  / (…を)害するもの,(…の)敵《+to(of)+名》","彼は彼女を自分の最大の敵とみなしていた。","Relations with other people"
"3096","B1","engage","verb","取り組む","4","取り組む / 従事する / 婚約する / 引きつける","私は地域を支援するためにさまざまな活動に携わっています。",""
"3097","B1","engaged","adjective","約束済みの","5","《補語にのみ用いて》《…に》忙しい《in, on ...》 / 《英》(電話などが)話し中の,ふさがっている / 約束済みの / 婚約中の / 交戦中の / (歯車が)かみ合った","彼女は仕事に熱心に取り組んでいる。",""
"3098","B1","engine","noun","エンジン","4","エンジン,発動機,機関  / 機関車(locomotive)  / 消防ポンプ(fire engine)  / 《古》(一般に)機械装置","車のエンジンはスムーズに動いています。","Travel; Work and jobs"
"3099","B1","engineering","noun","工学","2","『工学』 / 土木工事","私は大学で工学を勉強しています。","Daily life; Education; Work and jobs"
"3101","B1","enjoyable","adjective","おもしろい","5","おもしろい,愉快な,楽しめる","パーティーは楽しかったです。",""
"3102","B1","enjoyment","noun","楽しむこと","5","〈U〉『楽しむこと』,喜ぶこと / 〈C〉『楽しみ』,喜び(満足)を与えるもの / 〈U〉享有,享受","私はピアノを弾くことを楽しんでいます。",""
"3103","B1","enrich","verb","を裕福にする","6","(…で)〈社会・人など〉‘を'裕福にする,金持ちにする《+名+by+名》  / (…で)〈生活・心・文化など〉‘を'豊かにする,充実させる《+名+by(with, through)+名》  / (ある成分・要素などを加えて)…‘の'質を向上させる《+名+by+名(doing)》","本を読むことはあなたの心を豊かにすることができます。",""
"3104","B1","ensure","verb","を保証する","5","〈物事が〉〈成功など〉を保証する,を確実にする / 《…から》〈人〉を守る,を安全にする《against ...》","私はプロジェクトが時間通りに完了することを保証します。",""
"3105","B1","entertain","verb","を楽しませる","6","〈人〉を楽しませる / をもてなす / 客を呼ぶ, 客をもてなす","彼女は歌で人々を楽しませる方法を知っています。",""
"3106","B1","entertainer","noun","もてなす人","5","もてなす人;歌(漫談,寸劇)などで人を楽しませる芸人","彼は芸人として成功した。","Personal identification; Work and jobs"
"3107","B1","enthusiast","noun","…狂","2","…狂;(…に)熱中している人《+about+名》","彼女は写真愛好家です。",""
"3108","B1","enthusiastic","adjective","熱心な、熱狂的な","8","熱心な、熱狂的な","コンサート会場は熱狂的なファンでぎっしり詰まっていた。",""
"3109","B1","entire","adjective","壊れていない","6","《名詞の前にのみ用いて》全体の, 全部の(whole) / 壊れていない,無傷の / 《名詞の前にのみ用いて》無条件の, 完全な, 全くの","チーム全体で協力してプロジェクトを完成させました。",""
"3110","B1","entirely","adverb","全く","2","全く / 完全に / 全部で","彼女は完全に仕事に集中していました。",""
"3111","B1","entry","noun","C","1","〈C/U〉入ること, 入場 / 〈C〉記載事項, 項目 / 《...の》 記入 《of ...》 / 参加者","そのレースには５０人の参加者がいた。",""
"3112","B1","environmental","adjective","環境の","3","環境の;自然環境の","世界は環境汚染の問題に直面しています。",""
"3113","B1","environmentalist","noun","環境保護論者","6","環境保護論者","環境保護論者は地球を守ることに専念しています。","Personal identification; Work and jobs"
"3114","B1","equal","adjective","等しい","3","等しい / 平等の / 互角の / 《...する》力量がある《to ...》","すべての人は法の前に平等です。",""
"3115","B1","equality","noun","等しいこと","5","(数量・程度・価値・大きさなどで)等しいこと,均等;(特に,権利・責任などにおいて)(…間の…の)平等《+of+名+between+名》","平等は公正な社会の基盤です。",""
"3116","B1","equally","adverb","平等に","3","平等に,同等に;均一に,均等に  / 《文を修飾して》同時に","全ての従業員は、彼らの立場に関係なく平等に扱われます。",""
"3117","B1","era","noun","時代","2","(重要な出来事や人物により特徴づけられる)時代,時期,年代；(歴史上の)…時代；紀元,紀年法","ルネサンス時代はその文化的な成果と芸術的な業績で知られていました。","Education"
"3118","B1","escape","verb","をうまくかわす","7","《Aから》逃げ出す,脱走する《from, out of A》； 《Aから》免れる《from A(doing)》； 《Aから》流出する,漏れる《from, out of A》 ;（未然に）をうまくかわす；を免れる,を逃れる；に忘れられる,の注意を引かない；（言葉・ため息などが）（人）から思わず出る；","彼はなんとか刑務所から脱出した。",""
"3119","B1","essence","noun","本質","2","〈U〉(…の)本質,真髄《+of+名》  / 〈U〉〈C〉(植物・薬物などから抽出された)精,エキス《+of+名》  / 〈U〉香水(perfume)  / 〈U〉本質,実在;〈C〉(特に)霊的実在","問題の本質を理解することは解決策を見つけるために重要です。",""
"3120","B1","essential","adjective","絶対必要な","5","絶対必要な, 不可欠な / 本質の, 本質的な","水は生命にとって不可欠です。",""
"3121","B1","establishment","noun","制度","2","〈U〉《...の》設立《of ...》 / (確立された) 制度 / 《the E-》体制","会社の設立は重要な節目でした。",""
"3122","B1","estimate","verb","を見積る","4","を見積る,概算する / を評価する","彼はプロジェクトのコストをおおよそ見積もった。",""
"3123","B1","eternal","adjective","永遠の","3","『永遠の』,永久不変の,不滅の / 《話》絶え間のない,果てしない","愛は永遠です。",""
"3124","B1","eternity","noun","永遠","2","〈U〉永遠,無限の時間;(神・魂などの)永遠性,不滅 / 〈U〉来世,あの世 / 《an~》際限なく思われる長い時間","愛は永遠に続くと言われています。",""
"3125","B1","even","adjective","平らな","3","平らな；同じ高さの；同じの；偶数の","勝負の見込みは五分五分。",""
"3126","B1","evenly","adverb","等しく","3","等しく,平等に  / 平らに,なめらかに  / 落ち着いて,平静に","ケーキはゲストたちに等しく分けられました。",""
"3127","B1","eventually","adverb","結局","2","結局,ついに；最後には,ゆくゆくは","難しいことだとは思うだけど、ゆくゆくは成功するよ。",""
"3128","B1","evident","adjective","明白な","3","（証拠に基づいて）明白な,はっきりした,明らかな","彼がそれをやったことは明らかだ。",""
"3129","B1","exact","adjective","正確な","3","(数量など) 正確な / (人が)厳密な","彼は参加者の正確な人数を伝えた。",""
"3130","B1","examination","noun","試験","2","〈C〉(…の)試験《+in(on)+名ofを用いない》  / 〈U〉〈C〉(…の)調査,検討《+into(of)+名》  / 〈C〉〈U〉診察,診断  / 〈C〉詩験問題[用紙];詩験答案[用紙]","明日試験があります。","Education"
"3131","B1","examine","verb","を調べる","4","を調べる / を診察する / に《...の》試験をする《ln,on ...》 / を尋問する","決定する前に証拠を調査する必要があります。",""
"3132","B1","examiner","noun","試験官","3","試験官;検査官,審査員;尋問者","面接中、試験官は私に一連の質問をしました。","Personal identification; Work and jobs"
"3133","B1","excellence","noun","優秀さ","3","(…における)優秀さ,卓越《+in(at)+名》,(…として)優れていること《+as+名》","彼女は仕事で優秀さを示しました。",""
"3134","B1","excess","noun","超過","2","〈U〉超過,過剰 / 不節制〈C〉度を超えた行為 / 暴食","買い手市場では、商品が過剰で価格が下がり、買い手にとって有利になります。",""
"3135","B1","exchange rate","noun","為替相場","4","為替相場","二つの通貨間の為替相場は常に変動しています。",""
"3136","B1","excitedly","adverb","ワクワクして","6","ワクワクして,興奮して,意気込んで","お祭りの最中、子供たちは興奮しながら爆竹に火をつけ、夜空を色とりどりの火花で満たしました。",""
"3137","B1","excitement","noun","興奮","2","〈U〉興奮,動揺  / 〈C〉興奮させるもの(事),刺激物","コンサートが始まると空気中に漂う興奮を感じることができました。","Personal identification"
"3138","B1","exclusive","adjective","除外する","4","除外する,排他的な;相いれない;(人が)打ち解けない  / 入会に制限のある,選ばれた人のための  / 《名詞の前にのみ用いて》独占的な,専用の  / 完全な,全くの  / 《話》(商品・ホテルなどが)高級な,一流の","このオファーは私たちのVIP会員限定です。",""
"3139","B1","excuse","verb","を許す","3","を許す ; を免除する ; の言い訳をする ; の弁明となる","そのような振る舞いはどんな事があっても許されない。",""
"3140","B1","exhausted","adjective","疲れ果てた","5","疲れ果てた / 使い尽くされた","マラソンを走った後、私は疲れ果てました。",""
"3141","B1","existence","noun","生存","2","〈U〉《...の》存在, 実在《of ...》 / 生存 / 〈C〉生活, 暮らし","エイリアンの存在は長年の議論のテーマとなっています。",""
"3142","B1","exit","noun","出口","2","〈C〉出口 / 《かたく》退出,退去","右側の出口をご利用ください。","House and home; Objects and rooms; environment"
"3143","B1","exit","verb","退去する","4","退去する,退出する,退場する / 立ち去る /  (台本のト書きで)退場する","彼は最後の公演の後に舞台を去ることを決めた。",""
"3144","B1","expand","verb","膨張する","4","《...にまで》 拡大する；膨張する；広がる 《into ...》 / ...を拡大する / を拡大して《...に》 する 《into ...》","会社は新たな市場に拡大する予定です。",""
"3145","B1","expense","noun","支出","2","〈U〉支出, 費用 / 犠牲 / 〈C〉出費の原因","私は毎月の支出を記録する必要があります。","Shopping"
"3146","B1","experience","verb","...を経験する","8","...を経験する, ...を体験する","彼女は冬の間によく憂うつ病になります。",""
"3147","B1","exploration","noun","探検","2","(未知・未調査の場所の)探検,実地調査《+of+名》  / (問題の)探索,調査《+of+名》","未知の領域の探検はワクワクする冒険です。",""
"3148","B1","explosion","noun","爆発","2","(火薬などの)爆発,破裂《+of+名》  / 爆発音  / 《an~》(怒り・笑いなどの)爆発《+of+名》  / 急激な増加","爆発はとても大きかったので、建物全体が揺れました。","News; lifestyles and current affairs"
"3149","B1","expose","verb","を暴露する","5","《風雨・危険・攻撃などに》…をさらす《to ...》 / 〈秘密など〉を暴露する","そのドキュメンタリーは腐敗した政府の真実を暴露する予定です。",""
"3150","B1","express","verb","を表現する","5","(思想・感情など) を表現する / を示す","私は芸術を通じて自分の気持ちを表現します。",""
"3151","B1","extend","verb","を伸ばす","4","《...まで》〈距離・期間など〉を延ばす《to ...》 / を伸ばす / 【動/自】《…まで》広がる, 伸びる《to ...》","ホテルでの滞在を延長する必要があります。",""
"3152","B1","extensively","adverb","幅広く","3","幅広く,広範囲に,縦横に,大々的に,大規模に","その神学者は神の本質について広範囲にわたって書いた。",""
"3153","B1","extinct","adjective","絶滅した","4","(生物・民族などが)絶滅した;(貫習などが)滅びてしまった / (火山などが)活動をやめた / (火が)消えた,燃えていない","ドードー鳥は絶滅した種の一例です。",""
"3154","B1","extinction","noun","消滅すること","6","消滅(絶滅)すること,(火などが)消えること;(…を)消滅(絶滅)させること,(火などが)消すこと《+『of』+『名』》","急速な森林破壊は多くの種の絶滅につながっています。",""
"3155","B1","extra","noun","付属するもの","6","〈C〉付属するもの / 割増し料金","エアコンは追加料金で選べます",""
"3156","B1","extraordinary","adjective","並はずれた","5","並はずれた / 異常な / 《名詞の前にのみ用いて》特別の, 臨時の","彼女は歌う才能が並はずれている。",""
"3157","B1","extreme","adjective","いちばん端の","6","《名詞の前にのみ用いて》極度の,はなはだしい  / いちばん端の,最も遠い  / 極端な,過激な  / 月並みでない,異常な","それは極端な場合だ。",""
"3158","B1","extreme sports","noun","エクストリームスポーツ","11","エクストリーム(極限の)スポーツ","エクストリームスポーツをするのが好きな人たちは、なぜ好きなんだと思う？",""
"3159","B1","eyesight","noun","視力","2","視力","定期的な眼科検診は良い視力を維持するために重要です。","Travel and services vocab"
"3160","B1","face to face","adverb","面と向かって","6","(…に)面と向かって,直面して《+『with』+『名』》","我々は向かい合って立っていた。",""
"3161","B1","face-to-face","adjective","面と向かっての","7","面と向かっての,差し向かいの","彼らは、私たちの質問について話し合うために、直接会って話をしようとはしなかった。",""
"3162","B1","facility","noun","施設","2","施設 / 設備 / 機能","その施設は最新の技術で設備されています。",""
"3163","B1","fade","verb","衰える","3","衰える / 〈植物が〉しぼむ / しだいに消えてゆく《away》 / …を衰えさせる","夕焼けの色が徐々に薄れていく。",""
"3164","B1","failure","noun","失敗者","3","〈U〉《...における》 失敗, 不成功《in ...》 / 《...の》 衰弱, 減退 《in, of ...》 / 〈C〉失敗者, 落伍者 / 失敗した企て, 不出来なもの / 〈U/C〉怠慢, 不履行 / 《...の》 不足, 欠乏 《of ...》 / 《...の》 破産 《of ...》","失敗は成功の対義語ではなく、成功の一部です。",""
"3165","B1","faint","adjective","かすかな","4","(音・色・考えなどが)『かすかな』,ぼんやりした / (努力・行動などが)『弱々しい』,熱のない;気の弱い,勇気のない / 《補語にのみ用いて》(で)『気が遠くなって』目が回りそうで《+『with』(『from』)+『名』》","遠くでかすかな音が聞こえた。",""
"3166","B1","fair","noun","博覧会","3","〈C〉《米》(農産物・家畜などの) 品評会 / (一般に) 博覧会  /  《英》定期市,縁日 / 慈善市","その都市はフェアを開催している。",""
"3167","B1","faithful","adjective","忠実な","3","忠実な, 誠実な / 貞節な / 正確な,そのままの","彼はいつも私を支えてくれる誠実な友人だ。",""
"3168","B1","fake","adjective","にせの","3","にせの,偽造(模造)の","偽りの友達なんて要らない。",""
"3169","B1","fall","noun","秋","1","〈C〉〈U〉秋 / 〈C〉《...から》落ちること《from ...》","私は秋に散歩するのが大好きです。",""
"3170","B1","fallen","adjective","fallの過去分詞","9","fallの過去分詞 / (高い所から)落ちた / 堕落した,名を汚した / (国・町などが)滅びた,廃虚となった,陥落した / (特に戦闘で)死んだ","木々から葉が落ちました。",""
"3171","B1","fancy","noun","空想","2","空想(力),想像(力) / 夢,幻想 / 気まぐれ, 思い付き / (気まぐれで一時的な)好み, 
(しっかりした)鑑識眼,判断力","龍は空想の動物だ。",""
"3172","B1","fancy","verb","心に描く","4","(～を)心に描く,想像する,空想する / ～を好む,～を気に入る,～に魅力を感じる,～したい気がする / 心に描く,想像する,空想する","この天気に外出するなど想像できない。",""
"3173","B1","fantasy","noun","想像","2","〈U〉想像,空想 / 〈C〉(実在しない,異様な)心象,イメージ / 〈C〉空想的作品;幻想曲","彼女はファンタジー小説を読むのが大好きです。","Books and literature; Free time; entertainment"
"3174","B1","faraway","adjective","遠い","2","(距離・時間などが)遠い / (顔つき・目つきなどが)ぼんやりした,夢見るような","私は窓から遠くの山が見えます。",""
"3175","B1","farming","noun","農業","2","農業","農業は経済の重要な一部です。",""
"3176","B1","farmland","noun","農地","2","農地,耕地","農夫は農地で一生懸命働いて作物を育てました。","Things in the town; shops and shopping"
"3177","B1","farther","adverb","さらに遠く","5","(距離的に) さらに遠く,もっと先に / (程度が)さらに,それ以上に","彼は私よりも都市からさらに遠くに住んでいます。",""
"3178","B1","farthest","adverb","最も遠く","4","(距離的に)『最も遠く』,いちばん離れて / (程度が)最大限に / 最も遠い / 最大限の","彼は世界の最も遠い場所へ旅をした",""
"3179","B1","fascinate","verb","を魅了する","5","を魅了する / (恐怖などで)…を動けなくする","魔術師のトリックは常に観客を魅了する。",""
"3180","B1","fashionable","adjective","流行の","3","『流行の』,はやりの / 上流[社会]の,上流の(流行の先端を行く)人々が利用する","彼女はいつも流行の服を着ています。",""
"3181","B1","fasten","verb","を締める","4","《...に》 を留める,を固定する《on ...》 / を締める / 《...に》を集中する《to , on ...》 / 《...に》を押しつける《on ...》 / 締める,留まる","離陸前にシートベルトを締めてください。",""
"3182","B1","favorable","adjective","好意的な","4","好意的な,賛成の  / 有利な,都合のよい","彼は観客から好意的な反応を受けました。",""
"3183","B1","fax","noun","ファックス","5","〈U〉ファックス,電送〈C〉ファックス機；ファックス文書","オフィスにファックスを送る必要があります。",""
"3184","B1","fax","verb","をファックスで送る","9","をファックスで送る","これを東京のこの番号にファックスしてください。",""
"3185","B1","feast","noun","祝祭","2","(宗教的な)『祝祭』,祭礼;祭日,祝日 / 祝宴,宴会(banquet);ごちそう / (…の)目や耳を楽しませるもの,(…にとっての)楽しみ《+『for』(『to』)+『名』》","収穫を祝うために、村全体が祝祭のために集まった。","Food and drink"
"3186","B1","feed","verb","に食物を与える","7","〈人・動物〉‘に'食物を与える,‘を'養う;《英》(…で)〈人・動物〉‘を'育てる,飼育する《+名+on+名》  / 《米》(人・動物に)〈食物〉‘を'与える《+名+to+名》  / 〈食物ず〉…‘の'食事となる,‘を'まかなう  / (必要なものを)…‘に'供給する《+名+with+名》  / (…に)〈必要なもの〉‘を'供給する,送り込む《+名+into(to)+名》  / 〈動物が〉食べる,《話》〈人が〉食べる","私は毎日犬に２回ご飯をあげます。",""
"3187","B1","fellow","noun","仲間","2","〈C〉《話》 男, やつ / 《話》 (一般に) 人 / 仲間, 同僚 / (学会などの)会員","私は空港で仲間の旅行者に出会いました。",""
"3188","B1","ferry","noun","渡し船","3","渡し船,連絡船(ferryboat),連絡船の便  / 渡し場,連絡船の発着場","私は渡し船で島に行きました。","Travel; Ways of travelling"
"3189","B1","festive","adjective","祭りの","3","祭りの,祝いの / 陽気な,楽しい","町は祭りの季節に向けてカラフルな電飾で彩られています。",""
"3190","B1","fetch","verb","を取って来る","6","(行って)〈物〉‘を'『取って来る』;〈人〉‘を'連れて来る、迎えに行く / 〈返事・笑い・涙など〉‘を'引き出す;〈観客など〉‘を'引きつける / 《話》〈商品が〉〈ある値〉‘で'売れる / 〈ため測・うめき声など〉‘を'漏らす,出す / (品物を)行って用る;〈猟犬が〉獲物を取って来る","私は車から鍵を取って来る必要があります。",""
"3191","B1","feverishly","adverb","発熱して","4","発熱して / 熱狂(興奮)して,無我夢中で / 大慌てで,あたふたして","彼は、無我夢中で意見を書きました。",""
"3192","B1","fifth","noun","5日","2","《the~》『第5』,5番目[のもの];(月の)5日 / 〈C〉5分の1 / 〈C〉《米》5分の1ガロン[びん]","私は給与の５分の１を税金で取られてしまう。",""
"3193","B1","fight","verb","戦う","2","〈両者・数人が〉『戦う』,格闘する;激しく口論する  / 『…と戦う』  / 〈戦い〉を交える,〈決闘など〉を戦う  / …を制圧しようとする  / 〈犬など〉を戦わせる  / 〈軍艦・軍隊など〉を指揮する,操縦する","彼らは毎日互いに戦います。",""
"3194","B1","filling","noun","詰め物","3","(歯の)詰め物,充填材 / 詰め物をした食物(パイ,サンドイッチなど)","私は歯に詰め物をしなければなりません。","Food and drink"
"3195","B1","film","verb","…を薄膜でおおう","8","/ …‘を'薄膜でおおう  / …‘を'フイルムに写す,(映画に)撮影する  / 〈小説など〉‘を'映画化する  / (ほこり・氷などで)うっすらとおおわれる《+over with+名》  / 映画化される","車の衝突シーンはスローモーションで撮影されました。",""
"3196","B1","film-maker","noun","映画製作者","5","映画製作者(会社),映像作家","彼は日本で最も有名な映画製作者だった。","Personal identification; Work and jobs"
"3197","B1","filter","noun","ろ過器","3","〈C〉ろ過器 / (写真の)フィルター","私は水を浄化するために浄水器を使っています。",""
"3198","B1","finance","verb","に資金を出す","6","〈人・計画など〉‘に'資金を出す,融資する","赤字は何とか埋め合わせなければならない。",""
"3199","B1","financial","adjective","財政上の","4","財政上の;財界の;金融上の:","経済の低迷により、政府は財政上の課題に直面しています。",""
"3200","B1","finding","noun","発見すること","6","〈U〉〈C〉発見すること / 〈C〉発見物;《しばしば複数形で》拾得物 / 〈C〉(裁判官による)判決,(陪審の)評決 / 《複数形で》 / (調査・研究などの)結果,結論","研究結果の信頼性が問われました。",""
"3201","B1","fine","noun","罰金","2","〈C〉罰金","私は駐車禁止区域に駐車したために罰金を受けました。",""
"3202","B1","finger","noun","指","1","(手の)指  / 指の形をしたもの;(手袋の)指;(メーターなどの)指針  / 指幅(びん入りの酒の量を測るときなど)","野菜を切っている最中に指を誤って切ってしまった。","Health and body care"
"3203","B1","fire station","noun","消防署","3","消防署","消防署はここから数ブロック先にあります。","Services; Things in the town; shops and shopping"
"3204","B1","firefighter","noun","消防隊員","4","〈C〉消防隊員, 消防士（[[fireman]]）","消防士は勇敢に燃えている建物に入り、閉じ込められた住民を救出しました。","Work and jobs"
"3205","B1","firework","noun","花火","2","花火;花火大会  / (怒りなどの)爆発","昨夜、美しい花火の打ち上げを見ました。","Hobbies and pastimes"
"3206","B1","firm","adjective","しっかりした","6","しっかりした","彼は状況をしっかりと把握している。",""
"3207","B1","firm","noun","商会","2","〈C〉商会  / (一般に)会社,事務所 / (商社名としての)…商会 / 《英》通信販売店","彼は一流の法律事務所で働いています。","Film; Free time; entertainment"
"3208","B1","firmly","adverb","堅く","2","堅く/ しっかりと / 確固として","彼女は自分の能力を堅く信じています。",""
"3209","B1","first floor","noun","1階","2","(建物の)1階(《英》ground floor);《英》2階","受付エリアは建物の1階にあります。","House and home; Objects and rooms; environment"
"3210","B1","first lady","noun","大統領夫人","5","大統領夫人;州知事夫人","大統領夫人はチャリティイベントに出席しました。",""
"3211","B1","first-floor","adjective","1階の","3","1階の","1階の窓全てに格子を付けようか、私は考えなくてはいけない。",""
"3212","B1","fish","verb","をとる","3","〈魚〉‘を'とる,釣る,捕まえる;〈小川・湖など〉‘で'魚をとる,漁をする  / 釣りをする,魚をとる,漁をする","彼らは川でマスを釣った。",""
"3213","B1","fit","verb","...に合う","6","（意図・目的など）...に合う / 《...に》...を合わせる 《to, in, on ...》/ 適する, ぴったり合う","このドレスは私には合わない。",""
"3214","B1","fitness","noun","適性","2","(…を)適性,ふさわしさ《+for+名》  / 体調の良いこと","彼女は体の健康を維持するためにほどよく運動しています。","Free time; Leisure activities; entertainment"
"3215","B1","fix","verb","固定する","4","固定する； 直す","私は車を直さなければなりません。",""
"3216","B1","flash","adjective","急で短い","4","急で短い,瞬間的な / 《英話》(現代ふうで)気のきいた","激しい雨が都市で鉄砲水を引き起こしました。",""
"3217","B1","flat","adjective","平らな","3","平らな / あからさまな / (料金・価格などが) 均一の / 気の抜けた","地球は平らだと信じられていた。",""
"3218","B1","flavor","noun","風味","2","(独特の)風味,味  / 味つけするもの,調味料  / 特質,味わい","そのアイスクリームは独特の風味があります。","Food and drink"
