headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
gee,interjection,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gee,"ちぇっ,おやまあ,へえー,驚いた[Jesusの短縮形]",,"ちぇっ,おやまあ,へえー,驚いた[Jesusの短縮形]",/dʒiː/,17619,"Gee, I can't believe it!",ちぇっ、信じられない！,2999075
gene,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,gene,遺伝子,,遺伝子,/dʒiːn/,17646,Genes are passed down from ancestors to descendants.,遺伝子は祖先から子孫へ受け継がれます。,1622842
general,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,general,全体的な / 世間一般の / 一般的な / 大体の,,全体的な / 世間一般の / 一般的な / 大体の,/dʒɛnərəl/,17651,The general situation is advantageous to us.,全般的な状況はわれわれに有利だ。,55203
general,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,general,〈C〉陸軍大将 / 将軍,,〈C〉陸軍大将 / 将軍,/dʒɛnərəl/,9702673,He was promoted to general.,彼は陸軍大将に昇進した。,24789
generally,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,generally,"普通は(usually)  / 大部分は  / 概して,一般的に",,"普通は(usually)  / 大部分は  / 概して,一般的に",/dʒɛnərəli/,17667,"Generally, people prefer to eat healthy food.",普通は、人々は健康的な食べ物を好む。,2999094
generate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,generate,"〈電気・熱〉‘を'発生させる,生む;〈文〉‘を'生成する  / 《文》(一般的に)…‘を'起こす,生じる",,"〈電気・熱〉‘を'発生させる,生む;〈文〉‘を'生成する  / 《文》(一般的に)…‘を'起こす,生じる",/dʒɛnəreɪt/,17669,Solar panels generate electricity.,太陽光パネルは電気を発生させます。,2999092
generous,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,generous,"気前のよい;心が大きい,寛容な  / 大きい;豊富な,十分な",,"気前のよい;心が大きい,寛容な  / 大きい;豊富な,十分な",/dʒɛnərəs/,17677,She is known for her generous nature.,彼女は気前のよい性格で知られている。,2999091
genetic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,genetic,遺伝学の / 遺伝子の / 起源の,,遺伝学の / 遺伝子の / 起源の,/dʒəˈnɛtɪk/,17681,The genetic makeup of an individual plays a vital role in determining their susceptibility to certain diseases.,遺伝子の構成は、特定の病気にかかりやすいかどうかを決定するのに重要な役割を果たします。,1627709
genetically,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,genetically,"遺伝（子）的に,遺伝学的に",,"遺伝（子）的に,遺伝学的に",/dʒəˈnɛtɪkli/,48305,Genetically modified crops have become more common in recent years.,近年、遺伝子組み換え作物がより一般的になってきました。,1649658
genetics,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,genetics,遺伝学,,遺伝学,/dʒəˈnɛtɪks/,17684,Genetics is the study of genes and heredity.,遺伝学は遺伝子と遺伝に関する研究です。,2999090
gentleman,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,gentleman,"〈C〉紳士(名誉を重んじ,礼儀正しく,思いやりのある男性);君子  / 〈C〉上流階級の男性  / 〈C〉(manの敬称として)男の方  / 《複数形で》(複数の男性へ呼びかけて)諸君,皆さん",,"〈C〉紳士(名誉を重んじ,礼儀正しく,思いやりのある男性);君子  / 〈C〉上流階級の男性  / 〈C〉(manの敬称として)男の方  / 《複数形で》(複数の男性へ呼びかけて)諸君,皆さん",/ˈdʒɛntəlmən/,17714,He is a true gentleman.,彼は本当の紳士だ。,2999101
geographical,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,geographical,"地理の,地理学[上]の",,"地理の,地理学[上]の",/dʒiəˈɡræfɪkəl/,17739,Geographical factors play a crucial role in determining a country's economic development.,地理的要素は、国の経済発展において重要な役割を果たしています。,2999108
geography,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,geography,"〈U〉地理,地理学  / 〈C〉地勢,地形  / 〈C〉地理学書",,"〈U〉地理,地理学  / 〈C〉地勢,地形  / 〈C〉地理学書",/dʒiˈɒɡrəfi/,17740,"Geography is the study of the Earth's physical features, climate, and the distribution of plants, animals, and human populations.",地理学は、地球の地形、気候、植物、動物、人口の分布を研究する学問です。,2999109
geology,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,geology,〈U〉地質学 / 〈C〉(ある地方の)地質 / 〈C〉地質学書,,〈U〉地質学 / 〈C〉(ある地方の)地質 / 〈C〉地質学書,/dʒiˈɑlədʒi/,17745,I am studying geology at university.,私は大学で地質学を勉強しています。,1639222
gesture,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gesture,"〈U〉〈C〉(気持ちや考えを表現するときの)身ぶり,手まね,しぐさ  / 〈C〉《修飾語[句]を伴って》(うわべにせよ,心からにせよ,礼儀・尊敬・友情などを表す)行為,しぐさ,印",,"〈U〉〈C〉(気持ちや考えを表現するときの)身ぶり,手まね,しぐさ  / 〈C〉《修飾語[句]を伴って》(うわべにせよ,心からにせよ,礼儀・尊敬・友情などを表す)行為,しぐさ,印",/ˈdʒɛs.tʃər/,17797,She made a gesture of apology.,彼女は謝罪の身ぶりをした。,2999117
giant,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,giant,"巨大な,ものすごく大きい",,"巨大な,ものすごく大きい",/dʒaɪənt/,17833,I've never seen such a giant watermelon!,こんな大きなスイカは見たことがない。,129083
gifted,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gifted,"天分のある,才能豊かな",,"天分のある,才能豊かな",/'gɪftɪd/,17848,She is a gifted musician.,彼女は天分のある音楽家です。,2999135
giggle,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,giggle,"(女の子の)くすくす笑い,忍び笑い",,"(女の子の)くすくす笑い,忍び笑い",/'gɪgəl/,17855,"There is a slight, awkward giggle from them.",彼らから少し気まずい笑いが起こる。,3010533
ginger,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,ginger,"ショウガ(ショウガ科の多年生植物),ショウガの根茎 / しょうが色,淡赤黄色 / 《話》元気,精力",,"ショウガ(ショウガ科の多年生植物),ショウガの根茎 / しょうが色,淡赤黄色 / 《話》元気,精力",/ˈdʒɪndʒər/,17881,I love the taste of ginger in my tea.,私は紅茶に入れたショウガの味が好きです。,1665108
giraffe,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,giraffe,"ジラフ,キリン",,"ジラフ,キリン",/ʒəˈræf/,17899,The giraffe is the tallest animal in the world.,キリンは世界で最も背の高い動物です。,2999139
glance,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glance,〈C〉《...を》ちらりと見ること《at ...》,,〈C〉《...を》ちらりと見ること《at ...》,/ɡlæns/,17961,She took a quick glance at the clock before leaving the room.,彼女は部屋を出る前に時計をちらっと見た。,2999152
glance,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glance,《...を》ちらっと見る《at ...》,,《...を》ちらっと見る《at ...》,/ɡlæns/,9702679,He glanced at her.,彼は彼女をちらっと見た。,26546
glide,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glide,"滑り,滑走;(飛行機の)滑空 / グライド(ダンスの滑るようなステップ) / (音声で)わたり音",,"滑り,滑走;(飛行機の)滑空 / グライド(ダンスの滑るようなステップ) / (音声で)わたり音",/ɡlaɪd/,17998,"Maybe that animal evolved from coming down from trees, and trying to control a glide.",もしかしたら、あの動物は木から降りて滑空をコントロールしようとして進化したのかもしれない。,3010539
glimpse,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glimpse,"(…を)『ちらりと見ること』,いちべつすること《+『of』+『名』》 / (…に)ちらっと感づくこと(気づくこと)《+『of』+『名』》",,"(…を)『ちらりと見ること』,いちべつすること《+『of』+『名』》 / (…に)ちらっと感づくこと(気づくこと)《+『of』+『名』》",/ɡlɪmps/,18003,I caught a glimpse of her as she walked by.,彼女が通り過ぎるのをちらりと見た。,2999163
glint,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glint,"きらめき,きらりとした光",,"きらめき,きらりとした光",/ɡlɪnt/,18004,That shawl will add a glint of style.,そのショールはスタイルにきらめきを与えてくれるでしょう。,3010540
global,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,global,世界的な； 全地球的な,,世界的な； 全地球的な,/ˈɡloʊbəl/,18015,Internationalization is important for global businesses.,国際化はグローバルビジネスにとって重要です。,3000321
glorious,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glorious,"『光栄ある』,名誉ある / 『壮麗な』,荘厳な / 《話》『とても楽しい』;(天気などが)大変すばらしい / 《英話》ひどい",,"『光栄ある』,名誉ある / 『壮麗な』,荘厳な / 《話》『とても楽しい』;(天気などが)大変すばらしい / 《英話》ひどい",/ˈɡlɔːriəs/,18032,She received a glorious award for her achievements.,彼女は功績に対して名誉ある賞を受けました。,2999173
glory,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,glory,"〈U〉『光栄』,名誉 / 〈U〉『壮観』,荘厳,美観 / 〈U〉(神の)『賛美』 / 〈U〉『繁栄』,全盛,絶頂;大得意 / 〈C〉《しばしば複数形で》誇りとなるもの,みごとなもの / 〈U〉天国",,"〈U〉『光栄』,名誉 / 〈U〉『壮観』,荘厳,美観 / 〈U〉(神の)『賛美』 / 〈U〉『繁栄』,全盛,絶頂;大得意 / 〈C〉《しばしば複数形で》誇りとなるもの,みごとなもの / 〈U〉天国",/ˈɡlɔːri/,18034,He basked in the glory of his victory.,彼は勝利の栄光に浸った。,2999172
go,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,go,"進むこと,進行 / 〈ゲームなどの〉順番 / 〈行為の〉１回  / 始まり,開始点",,"進むこと,進行 / 〈ゲームなどの〉順番 / 〈行為の〉１回  / 始まり,開始点",/ɡoʊ/,9702684,Do you want to come along and give it a go?,一緒に行ってやってみない？,102612
goalkeeper,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Leisure activities

Threshold: Personal identification",,goalkeeper,(ホッケー・サッカーなどの)ゴールキーパー,,(ホッケー・サッカーなどの)ゴールキーパー,/ˈɡoʊlˌkiːpər/,18096,The goalkeeper made an incredible save.,ゴールキーパーは信じられないセーブをしました。,1637240
goddess,noun,"CoreInventory_1: Books and literature

CoreInventory 2: 

Threshold: ",,goddess,『女神』 / 絶世の美人,,『女神』 / 絶世の美人,/ˈɡɑdəs/,18121,Aphrodite is considered the goddess of love and beauty.,アフロディーテは愛と美の女神とされています。,1640376
golfer,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Leisure activities

Threshold: Personal identification",,golfer,ゴルフをする人;ゴルフ選手,,ゴルフをする人;ゴルフ選手,/ˈɡɒlfər/,18181,The golfer hit a hole-in-one.,ゴルファーはホールインワンを出した。,2999203
goodness,interjection,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,goodness,《godの婉曲表現》神,,《godの婉曲表現》神,/ˈɡʊdnəs/,9702685,"Thank goodness, I found my lost wallet.",よかった、私は失くした財布を見つけました。,1662277
goods,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,goods,"(不動産以外の)財産,(金・証券以外の)動産  / 商品,品物  / 《米》反物,織物  / 《英》(鉄道で運ばれる)貨物",,"(不動産以外の)財産,(金・証券以外の)動産  / 商品,品物  / 《米》反物,織物  / 《英》(鉄道で運ばれる)貨物",/ɡʊdz/,18232,He inherited all of his father's goods.,彼は父の財産をすべて相続した。,2999229
gorgeous,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gorgeous,"『豪華な』,きらびやかな,華麗な / 《話》とても美しい,魅力的な",,"『豪華な』,きらびやかな,華麗な / 《話》とても美しい,魅力的な",/ˈɡɔːrdʒəs/,18255,The ballroom was decorated in a gorgeous style.,宴会場は豪華なスタイルで飾られていました。,2999237
gorilla,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gorilla,ゴリラ,,ゴリラ,/ɡəˈrɪlə/,18258,The gorilla is the largest primate.,ゴリラは最大の霊長類です。,2999236
gossip,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Free time, entertainment",,gossip,"(特に他人の私事についての)うわさ話  / 〈U〉(新聞などの)ゴシップ,閑話  / 〈C〉うわさ話の好きな人,おしゃべりな人",,"(特に他人の私事についての)うわさ話  / 〈U〉(新聞などの)ゴシップ,閑話  / 〈C〉うわさ話の好きな人,おしゃべりな人",/ˈɡɑsɪp/,18269,I heard some juicy gossip about our neighbor.,私たちの隣人についてのおもしろいうわさを聞いた。,2999241
govern,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,govern,"(国・国民)を治める, を統治する / (学校など)を管理する / (行動など)を左右する, に影響を与える / 治める",,"(国・国民)を治める, を統治する / (学校など)を管理する / (行動など)を左右する, に影響を与える / 治める",/ˈɡʌvərn/,18286,The government has the power to govern the country.,政府は国を統治する権力を持っています。,2999244
governor,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Personal identification",,governor,"〈C〉(米国の州の) 知事 / (植民地・属領などの) 総督 / (協会・銀行などの)総裁,理事",,"〈C〉(米国の州の) 知事 / (植民地・属領などの) 総督 / (協会・銀行などの)総裁,理事",/ˈɡʌvərnər/,18293,The governor of California signed a new bill into law.,カリフォルニア州の知事が新しい法案に署名しました。,2999249
gown,noun,"CoreInventory_1: Clothes

CoreInventory 2: 

Threshold: Shopping",,gown,"『ガウン』(特に夜会・公式の席などで着用する婦人用の長いドレス) / (裁判官・教授などの職業・身分などを表す)正服 / ガウン,室内着(nightgown, dressing gownなの総称)",,"『ガウン』(特に夜会・公式の席などで着用する婦人用の長いドレス) / (裁判官・教授などの職業・身分などを表す)正服 / ガウン,室内着(nightgown, dressing gownなの総称)",/ɡaʊn/,18298,She wore a beautiful gown to the gala.,彼女は祝賀会に美しいドレスを着ていました。,2999250
grab,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,grab,"…‘を'ぎゅっとつかむ,ひったくる / (…を)ひっつかむ《+at+名》;(…に)さっと手を伸ばす《+for+名》 / 不意につかむ / 取り込む / 横取りする / 逮捕する / (人の心)をとらえる,〈人に〉強い印象を与える / を軽く飲み(食い)する / 〈...を〉大急ぎで取る,利用する",,"…‘を'ぎゅっとつかむ,ひったくる / (…を)ひっつかむ《+at+名》;(…に)さっと手を伸ばす《+for+名》 / 不意につかむ / 取り込む / 横取りする / 逮捕する / (人の心)をとらえる,〈人に〉強い印象を与える / を軽く飲み(食い)する / 〈...を〉大急ぎで取る,利用する",/ɡræb/,18306,I grab the book from the shelf.,私は本を棚からぎゅっとつかむ。,2999252
graceful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,graceful,"(姿・態度などが)『優雅な』,『上品な』,しとやかな",,"(姿・態度などが)『優雅な』,『上品な』,しとやかな",/ˈɡreɪsfəl/,18310,"She is beautiful, and what is more, very graceful.",彼女は美しいが、さらによいことには非常に上品だ。,12931
graduate,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,graduate,卒業生,,卒業生,/ˈɡɹædʒuˌeɪt/,18324,She is a college graduate.,彼女は大学を出ている。,13846
graduation,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,graduation,"〈U〉卒業(《英》では大学の卒業に限る)  / 〈C〉《米》卒業式  / 〈C〉(計器などの)目盛リ,度盛リ",,"〈U〉卒業(《英》では大学の卒業に限る)  / 〈C〉《米》卒業式  / 〈C〉(計器などの)目盛リ,度盛リ",/ˌɡrædʒuˈeɪʃən/,18325,I will be attending my graduation ceremony next week.,来週、私は卒業式に出席します。,2999261
grant,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,grant,"〈C〉《...への》補助金, 奨学金《to ...》 / 〈U〉《…の》授与,交付, 承認《of ...》",,"〈C〉《...への》補助金, 奨学金《to ...》 / 〈U〉《…の》授与,交付, 承認《of ...》",/ɡrænt/,18396,His project was funded by grants.,彼のプロジェクトは助成金でまかなわれている。,43800
grant,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,grant,〈願いなど〉をかなえる / 《文》(特に正式に)〈許可など〉を与える / 〈事柄など〉を認める,,〈願いなど〉をかなえる / 《文》(特に正式に)〈許可など〉を与える / 〈事柄など〉を認める,/ɡrænt/,9702690,The college granted him a scholarship.,大学は彼に奨学金を与えた。,53440
graph,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,graph,"グラフ,図表",,"グラフ,図表",/ɡræf/,18411,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。,2999280
graphic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,graphic,"生々しい, 詳細な / 画像の, 図表を用いた",,"生々しい, 詳細な / 画像の, 図表を用いた",/ˈɡræfɪk/,18413,The graphic details of the crime scene were too disturbing to look at.,犯罪現場の生々しい詳細は見るに耐えなかった。,2999282
graphics,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,graphics,《単数扱い》製図法  / 《複数扱い》=graphic arts,,《単数扱い》製図法  / 《複数扱い》=graphic arts,/ˈɡræfɪks/,18416,I studied graphics in college.,私は大学で製図法を勉強しました。,2999281
gratitude,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gratitude,"(…に対する)『感謝』[の気持ち]《+『to』+『名』〈人〉,+『for』+『名』〈事〉》",,"(…に対する)『感謝』[の気持ち]《+『to』+『名』〈人〉,+『for』+『名』〈事〉》",/ˈɡrætɪˌtud/,18443,I want to express my gratitude to my parents for their support.,両親のサポートに対する感謝の気持ちを表したいと思います。,2999288
grave,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,grave,"〈C〉墓穴 / (一般に)埋葬所, 墓 / 《しばしばthe ~》死, 滅亡",,"〈C〉墓穴 / (一般に)埋葬所, 墓 / 《しばしばthe ~》死, 滅亡",/ɡreɪv/,18450,He visited his father's grave on the anniversary of his death.,彼は父の墓参りを父の命日に行った。,2999293
gravy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,gravy,"グレービー(肉を焼くときに出る肉汁,またそれをもとにして作った肉汁ソース) / 《俗》楽に手に入った金,あぶく銭",,"グレービー(肉を焼くときに出る肉汁,またそれをもとにして作った肉汁ソース) / 《俗》楽に手に入った金,あぶく銭",/ˈɡreɪvi/,18467,I poured the delicious gravy over my mashed potatoes.,私は美味しいグレービーをマッシュポテトにかけました。,2999300
greenhouse,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,greenhouse,温室,,温室,/ˈɡriːnhaʊs/,18548,The plants in the greenhouse are thriving.,温室の植物は元気に育っています。,2999326
greeting,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,greeting,"〈C〉(会ったときの)『あいさつ』,あいさつの言葉 / 《複数形で》(手紙などの)『あいさつの言葉』;(…から…への)よろしくとのあいさつ《+『from』+『名』+『to』+『名』》",,"〈C〉(会ったときの)『あいさつ』,あいさつの言葉 / 《複数形で》(手紙などの)『あいさつの言葉』;(…から…への)よろしくとのあいさつ《+『from』+『名』+『to』+『名』》",/ˈɡriːtɪŋ/,18561,They exchanged greetings.,彼らはあいさつを交わした。,23983
grill,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,grill,"〈C〉(肉・魚などの)焼き網  / 焼き肉,焼き魚",,"〈C〉(肉・魚などの)焼き網  / 焼き肉,焼き魚",/ɡrɪl/,18582,The chef cooked an alfonsino on the grill.,シェフはグリルで金目鯛を焼きました。,1626165
grill,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,grill,〈肉・魚など〉を焼き網で焼く / 〈容疑者など〉を厳しく尋問する / (火で)焼ける,,〈肉・魚など〉を焼き網で焼く / 〈容疑者など〉を厳しく尋問する / (火で)焼ける,/ɡrɪl/,9702692,I grilled some vegetables on a skewer.,私は野菜を串に刺して焼きました。,1647241
groom,noun,"CoreInventory_1: Family life

CoreInventory 2: 

Threshold: ",,groom,新郎 =bridegroom /『馬丁』,,新郎 =bridegroom /『馬丁』,/ɡruːm/,3208412,The groom looked handsome in his tuxedo.,新郎はタキシード姿でハンサムに見えました。,1649448
ground floor,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,ground floor,(建物の)一階,,(建物の)一階,/ɡraʊnd flɔːr/,18645,The reception area is located on the ground floor.,受付エリアは一階にあります。,1656070
group,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,group,"…‘を'一群に集める,一団にする《+名+together》  / (系統的に)…‘を'分類する,調和よく配合する《+名+together》  / 集まる,群(集団)をなす",,"…‘を'一群に集める,一団にする《+名+together》  / (系統的に)…‘を'分類する,調和よく配合する《+名+together》  / 集まる,群(集団)をなす",/ɡruːp/,9702693,The roses on exhibition are grouped together by colors.,展示中のバラは色別にまとめられてある。,50123
grouping,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,grouping,"グループに分けること;分類法 / (集まった物の)配置,配合",,"グループに分けること;分類法 / (集まった物の)配置,配合",/ˈɡruː.pɪŋ/,18676,The teacher stopped grouping the children according to their gender.,先生は子どもたちを性別でグループ分けするのをやめた。,3010543
growth,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,growth,"〈U〉成長,発展,発達,増大,増加,栽培,培養 (of) / 〈C〉生長物,発生物 〈草木・ひげ・つめなど〉 / 腫瘍",,"〈U〉成長,発展,発達,増大,増加,栽培,培養 (of) / 〈C〉生長物,発生物 〈草木・ひげ・つめなど〉 / 腫瘍",/ɡroʊθ/,18691,The company experienced rapid growth in the past year.,会社は昨年急速な成長を経験しました。,2999358
guarantee,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,guarantee,〈C〉(商品に対する品質・修理・期間などの) 保証 / 保証書,,〈C〉(商品に対する品質・修理・期間などの) 保証 / 保証書,/ˌɡærənˈtiː/,18725,The company offers a money-back guarantee for all its products.,会社は全ての製品に返金保証を提供しています。,2999369
guess,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,guess,"〈C〉《...についての》推測,推量《at, about, as to ..., wh-節》",,"〈C〉《...についての》推測,推量《at, about, as to ..., wh-節》",/ɡɛs/,9702695,I could [[not even]] make a guess at the working of her mind.,彼女の心の動きを読むことさえできなかった。,20046
guidance,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,guidance,"指導;案内;指揮  / (児童・生徒の)指導,ガイダンス  / (宇宙船・ミサイルなどの)誘導[装置]",,"指導;案内;指揮  / (児童・生徒の)指導,ガイダンス  / (宇宙船・ミサイルなどの)誘導[装置]",/ˈɡaɪdəns/,18753,The teacher provided guidance to the students.,先生は生徒たちに指導を行いました。,2999377
guide,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Personal identification",,guide,"〈C〉指導者, 案内人 / 指標, 道しるべ / 旅行案内 / 《…の》手引き, 入門書《to ...》",,"〈C〉指導者, 案内人 / 指標, 道しるべ / 旅行案内 / 《…の》手引き, 入門書《to ...》",/ɡaɪd/,18754,The tour guide showed us around the city.,ツアーガイドが私たちに街を案内してくれました。,2999375
guide,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,guide,〈人〉を案内する / 《…のことで》〈人〉に助言する《in ...》 / 〈仕事・行動など〉を監督する,,〈人〉を案内する / 《…のことで》〈人〉に助言する《in ...》 / 〈仕事・行動など〉を監督する,/ɡaɪd/,9702696,The ferryman guided us across the river.,渡し守が私たちを川を渡って案内してくれました。,1656038
guilt,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,guilt,"『有罪』;『罪』;犯罪[行為] / 罪の意識,やましさ",,"『有罪』;『罪』;犯罪[行為] / 罪の意識,やましさ",/ɡɪlt/,18769,He was overwhelmed with guilt after committing the crime.,彼は犯罪を犯した後、罪悪感に圧倒されました。,2999383
guilty,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,guilty,"罪を犯した  / 有罪の宣告を受けた  / やましい,身に覚えのある",,"罪を犯した  / 有罪の宣告を受けた  / やましい,身に覚えのある",/ˈɡɪlti/,18773,He was found guilty of the crime.,彼はその犯罪で有罪とされた。,2999381
guitarist,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,guitarist,ギタリスト,,ギタリスト,/ɡɪˈtɑːrɪst/,9704890,I'd like to be a guitarist.,私はギタリストになりたい。,75315
gym,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Free time, entertainment",,gym,〈C〉=gymnasium l  / 〈U〉(学科目の)体操(gymnastics),,〈C〉=gymnasium l  / 〈U〉(学科目の)体操(gymnastics),/dʒɪm/,18869,I go to the gym every morning to work out.,毎朝、体を鍛えるためにジムに行きます。,2999401
gymnastics,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,gymnastics,『体操』 / 体育学[科],,『体操』 / 体育学[科],/dʒɪmˈnæstɪks/,18876,She has been practicing gymnastics since she was five years old.,彼女は5歳の時から体操の練習をしています。,2999405
habitat,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,habitat,"(動・植物の)産地,生息地",,"(動・植物の)産地,生息地",/hæbɪtæt/,18933,The Amazon rainforest is a rich habitat for a diverse range of plant and animal species.,アマゾンの熱帯雨林は多様な動植物種の豊かな生息地です。,1639307
hairdresser,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,hairdresser,"美容院,理髪師,美容師",,"美容院,理髪師,美容師",/hɛərˈdrɛsər/,18990,I need to make an appointment with my hairdresser.,美容院の予約をしなければなりません。,2999441
hairdryer,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,hairdryer,ヘアドライヤー,,ヘアドライヤー,/ˈheərˌdraɪər/,9704891,I always use a hairdryer after taking a shower.,私はシャワーの後はいつもヘアドライヤーを使う。,4754415
half,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,half,"半時間だけ,30分だけ  / 不完全に  / かなり,ほとんど",,"半時間だけ,30分だけ  / 不完全に  / かなり,ほとんど",/hæf/,9702698,The glass was half-empty.,グラスは半分空だった。,1657162
hammer,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,hammer,"『金づち』,ハンマー / ハンマーに似た物,(銃の)撃鉄,(ピアノの弦を打つフェルトの)つち,(競売人の)木づち,(ベる・ゴングなどの)打ち子 / (ハンマー投げの)ハンマー / (耳の中の)槌骨(ついこつ)",,"『金づち』,ハンマー / ハンマーに似た物,(銃の)撃鉄,(ピアノの弦を打つフェルトの)つち,(競売人の)木づち,(ベる・ゴングなどの)打ち子 / (ハンマー投げの)ハンマー / (耳の中の)槌骨(ついこつ)",/ˈhæmər/,19106,He used a hammer to drive the nail into the wall.,彼は金づちを使って釘を壁に打ち込んだ。,2999458
handball,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,handball,〈U〉ハンドボール / 〈C〉ハンドボール用のボール,,〈U〉ハンドボール / 〈C〉ハンドボール用のボール,/hændbɔːl/,19123,I enjoy playing handball with my friends.,私は友達とハンドボールをするのが楽しいです。,2999461
